Name,ID,Club_Name,Club_Event,Club_Event_Role,Fest_Name,Fest_Event,Fest_Event_Organiser
Candace Barkley,17XJ1A0297,['club_3'],['club_3_event_1'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_7', 'fest_1_event_6', 'fest_2_event_1', 'fest_2_event_13', 'fest_2_event_10', 'fest_1_event_8', 'fest_2_event_3', 'fest_1_event_4', 'fest_1_event_11', 'fest_2_event_5', 'fest_1_event_1', 'fest_1_event_3', 'fest_1_event_5', 'fest_2_event_6', 'fest_2_event_15', 'fest_2_event_2', 'fest_2_event_7', 'fest_2_event_4', 'fest_1_event_2']",[nan]
Candy Duenas,17XJ1A0166,['club_3'],['club_3_event_2'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_13', 'fest_2_event_2', 'fest_2_event_1', 'fest_1_event_8', 'fest_1_event_2', 'fest_2_event_4', 'fest_2_event_3', 'fest_2_event_7', 'fest_2_event_13', 'fest_1_event_5', 'fest_2_event_15', 'fest_1_event_3', 'fest_2_event_12', 'fest_2_event_14', 'fest_1_event_9', 'fest_2_event_8', 'fest_1_event_4']",[nan]
Carlee Pearce,18XJ1A0231,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_7', 'fest_2_event_1', 'fest_2_event_13', 'fest_1_event_2', 'fest_1_event_9', 'fest_1_event_1', 'fest_1_event_8', 'fest_1_event_3', 'fest_2_event_10', 'fest_2_event_8', 'fest_1_event_11', 'fest_2_event_12', 'fest_1_event_13', 'fest_2_event_2']",[nan]
Carlo Cormier,17XJ1A0267,['club_1'],['club_1_event_2'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_11', 'fest_2_event_8', 'fest_1_event_8', 'fest_1_event_13', 'fest_2_event_13', 'fest_1_event_10', 'fest_2_event_7', 'fest_2_event_10', 'fest_2_event_12', 'fest_1_event_12', 'fest_2_event_1', 'fest_1_event_5', 'fest_1_event_2', 'fest_2_event_4', 'fest_2_event_11', 'fest_2_event_9']",[nan]
Carlos Sullivan,17XJ1A0207,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_2_event_2', 'club_3_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_3', 'fest_1_event_1']",[nan]
Carolina Newell,18XJ1A0217,[nan],[nan],[nan],['fest_2'],['fest_2_event_3'],[nan]
Cathryn Duarte,17XJ1A0340,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_2_event_1', 'club_3_event_2']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_1_event_4', 'fest_2_event_3']",[nan]
Cayla Rincon,18XJ1A0153,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_15', 'fest_1_event_11', 'fest_1_event_10', 'fest_1_event_2', 'fest_2_event_3', 'fest_1_event_13', 'fest_2_event_1', 'fest_2_event_4', 'fest_1_event_8', 'fest_1_event_1', 'fest_2_event_12', 'fest_1_event_6', 'fest_2_event_9', 'fest_1_event_5', 'fest_2_event_5', 'fest_2_event_13', 'fest_2_event_10', 'fest_2_event_11', 'fest_1_event_4']",[nan]
Chandler McKinney,17XJ1A0234,['club_3'],['club_3_event_1'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_2_event_9', 'fest_1_event_7', 'fest_2_event_10', 'fest_2_event_13', 'fest_2_event_2', 'fest_1_event_11', 'fest_1_event_4', 'fest_1_event_13', 'fest_1_event_10', 'fest_1_event_6', 'fest_2_event_1', 'fest_1_event_9', 'fest_1_event_2', 'fest_2_event_5', 'fest_1_event_12', 'fest_2_event_3', 'fest_2_event_12', 'fest_2_event_8', 'fest_2_event_6', 'fest_1_event_1']",[nan]
Chanel Pickett,18XJ1A0136,"['club_2', 'club_3']","['club_2_event_2', 'club_3_event_2', 'club_3_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_5', 'fest_2_event_1', 'fest_1_event_2', 'fest_1_event_4', 'fest_2_event_3', 'fest_1_event_1']",[nan]
Charisma Wilbur,18XJ1A0269,"['club_1', 'club_3']","['club_1_event_1', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_2', 'fest_1_event_11', 'fest_1_event_4', 'fest_2_event_3', 'fest_1_event_5', 'fest_1_event_2', 'fest_2_event_1', 'fest_1_event_3']",[nan]
Charlotte Lorenzo,17XJ1A0122,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_12', 'fest_1_event_9', 'fest_2_event_6', 'fest_2_event_15', 'fest_1_event_2', 'fest_1_event_10', 'fest_2_event_1', 'fest_1_event_13', 'fest_2_event_8', 'fest_1_event_7', 'fest_1_event_11', 'fest_2_event_12', 'fest_2_event_10', 'fest_1_event_3', 'fest_2_event_4', 'fest_2_event_14', 'fest_2_event_2', 'fest_1_event_5', 'fest_2_event_5', 'fest_2_event_11']",[nan]
Chastity Hulsey,18XJ1A0245,"['club_1', 'club_3']","['club_1_event_1', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_5', 'fest_2_event_3', 'fest_2_event_4', 'fest_1_event_5', 'fest_2_event_2', 'fest_1_event_4']",[nan]
Chastity Lyle,17XJ1A0154,['club_2'],['club_2_event_1'],['Participant'],"['fest_2', 'fest_1']","['fest_2_event_10', 'fest_1_event_11', 'fest_1_event_8', 'fest_2_event_7', 'fest_1_event_3', 'fest_1_event_4', 'fest_1_event_7', 'fest_2_event_6', 'fest_2_event_12', 'fest_2_event_2', 'fest_1_event_6', 'fest_1_event_5', 'fest_2_event_4', 'fest_2_event_3']",[nan]
Chelsey Dean,17XJ1A0205,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_2_event_3', 'club_2_event_2', 'club_3_event_1', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_13', 'fest_1_event_10', 'fest_2_event_10', 'fest_2_event_7']",[nan]
Chester Chavez,18XJ1A0129,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_2_event_4', 'fest_1_event_6', 'fest_2_event_7', 'fest_2_event_9', 'fest_1_event_2', 'fest_2_event_3', 'fest_2_event_14', 'fest_2_event_12', 'fest_1_event_4', 'fest_1_event_1', 'fest_2_event_1', 'fest_1_event_13']",[nan]
Christion Cohen,17XJ1A0170,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_3', 'club_1_event_1', 'club_2_event_1', 'club_2_event_2', 'club_3_event_1', 'club_3_event_3']",['Participant'],['fest_2'],['fest_2_event_11'],[nan]
Christy Elliott,18XJ1A0141,"['club_1', 'club_2']","['club_1_event_3', 'club_1_event_1', 'club_1_event_2', 'club_2_event_1', 'club_2_event_3', 'club_2_event_2']",['Participant'],[nan],[nan],[nan]
Ciera Almanza,18XJ1A0191,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_1_event_2', 'club_2_event_1', 'club_2_event_3', 'club_3_event_2']",['Participant'],[nan],[nan],[nan]
Clifton Colby,17XJ1A0201,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_8', 'fest_2_event_7', 'fest_2_event_9']",[nan]
Clyde Bolin,17XJ1A0110,"['club_2', 'club_3']","['club_2_event_2', 'club_3_event_2']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_1', 'fest_2_event_1', 'fest_2_event_3', 'fest_2_event_5', 'fest_1_event_4']",[nan]
Clyde Lindsay,17XJ1A0318,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_2_event_1', 'club_3_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_1_event_2', 'fest_1_event_4', 'fest_2_event_5']",[nan]
Codey Lyon,18XJ1A0196,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_3', 'fest_2_event_10', 'fest_1_event_12', 'fest_2_event_14', 'fest_2_event_2', 'fest_2_event_1', 'fest_1_event_6', 'fest_1_event_11', 'fest_1_event_4', 'fest_1_event_10', 'fest_1_event_3', 'fest_2_event_5']",[nan]
Cody Garay,18XJ1A0348,"['club_2', 'club_3']","['club_2_event_2', 'club_3_event_2', 'club_3_event_1']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_4', 'fest_1_event_3', 'fest_1_event_5', 'fest_2_event_4', 'fest_2_event_3', 'fest_2_event_2', 'fest_2_event_5']",[nan]
Cody Medina,17XJ1A0295,['club_1'],['club_1_event_2'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_8', 'fest_2_event_1', 'fest_2_event_2', 'fest_2_event_7', 'fest_2_event_15', 'fest_2_event_6', 'fest_1_event_9', 'fest_1_event_7', 'fest_1_event_3', 'fest_2_event_8', 'fest_1_event_11', 'fest_1_event_10', 'fest_2_event_9', 'fest_1_event_2']",[nan]
Coleman Peace,18XJ1A0286,"['club_1', 'club_2']","['club_1_event_2', 'club_2_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_5', 'fest_2_event_1', 'fest_1_event_2', 'fest_1_event_5', 'fest_2_event_4']",[nan]
Colin Hughes,18XJ1A0317,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_1_event_1', 'fest_2_event_15', 'fest_2_event_8', 'fest_1_event_2', 'fest_1_event_13', 'fest_2_event_14', 'fest_2_event_7', 'fest_1_event_9', 'fest_2_event_2', 'fest_2_event_1', 'fest_1_event_8', 'fest_1_event_7', 'fest_2_event_10', 'fest_2_event_4', 'fest_2_event_13', 'fest_1_event_12']",[nan]
Conrad Mesa,18XJ1A0204,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_12', 'fest_1_event_5', 'fest_2_event_4', 'fest_2_event_9', 'fest_1_event_9', 'fest_1_event_10', 'fest_2_event_11', 'fest_1_event_1', 'fest_2_event_8']",[nan]
Cornelius Macias,18XJ1A0327,"['club_1', 'club_2', 'club_3']","['club_1_event_3', 'club_1_event_2', 'club_2_event_1', 'club_2_event_2', 'club_3_event_1', 'club_3_event_3']",['Participant'],[nan],[nan],[nan]
Cristobal Fallon,18XJ1A0300,"['club_2', 'club_3']","['club_2_event_2', 'club_2_event_3', 'club_2_event_1', 'club_3_event_2', 'club_3_event_3']","['Participant', 'organiser_2']",[nan],[nan],[nan]
Crystal Leavitt,17XJ1A0163,"['club_1', 'club_2']","['club_1_event_2', 'club_1_event_1', 'club_2_event_1']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_2_event_4', 'fest_2_event_5', 'fest_1_event_2', 'fest_2_event_1']",[nan]
Cullen Calabrese,18XJ1A0234,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_8', 'fest_1_event_7', 'fest_1_event_6', 'fest_1_event_12', 'fest_1_event_2', 'fest_1_event_10', 'fest_2_event_14', 'fest_2_event_13', 'fest_1_event_3', 'fest_2_event_5', 'fest_2_event_2', 'fest_2_event_4', 'fest_1_event_5', 'fest_1_event_11', 'fest_2_event_9', 'fest_2_event_10', 'fest_2_event_1']",[nan]
Daisha Yoon,17XJ1A0157,"['club_1', 'club_2']","['club_1_event_2', 'club_2_event_1', 'club_2_event_2']","['Participant', 'organiser_3']","['fest_2', 'fest_1']","['fest_2_event_2', 'fest_1_event_4', 'fest_1_event_5', 'fest_1_event_3', 'fest_2_event_3', 'fest_2_event_1', 'fest_1_event_2', 'fest_2_event_4']",[nan]
Daisy Burton,18XJ1A0332,['club_2'],['club_2_event_3'],['organiser_3'],"['fest_2', 'fest_1']","['fest_2_event_4', 'fest_1_event_6', 'fest_1_event_12', 'fest_1_event_8', 'fest_2_event_1', 'fest_1_event_2', 'fest_1_event_3', 'fest_2_event_2', 'fest_1_event_10', 'fest_1_event_5', 'fest_2_event_12', 'fest_2_event_15', 'fest_2_event_8', 'fest_2_event_7', 'fest_2_event_14', 'fest_1_event_13', 'fest_2_event_11']",[nan]
Dakotah Boyer,17XJ1A0284,"['club_1', 'club_2']","['club_1_event_1', 'club_1_event_2', 'club_2_event_1']",['Participant'],[nan],[nan],[nan]
Dallas Ball,17XJ1A0324,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_10', 'fest_2_event_5', 'fest_1_event_1', 'fest_2_event_12', 'fest_2_event_9', 'fest_2_event_13', 'fest_2_event_1', 'fest_1_event_12', 'fest_1_event_6', 'fest_2_event_11', 'fest_2_event_8', 'fest_1_event_9', 'fest_1_event_13', 'fest_2_event_6', 'fest_2_event_3', 'fest_2_event_4', 'fest_2_event_15', 'fest_1_event_7']",[nan]
Danae Paquette,18XJ1A0132,[nan],[nan],[nan],[nan],[nan],[nan]
Dania Babb,18XJ1A0304,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_2_event_9', 'fest_2_event_12', 'fest_2_event_7', 'fest_1_event_11', 'fest_2_event_11', 'fest_1_event_4', 'fest_2_event_13', 'fest_2_event_15', 'fest_2_event_3', 'fest_1_event_10', 'fest_2_event_10', 'fest_1_event_7', 'fest_1_event_6', 'fest_2_event_2', 'fest_2_event_6']",[nan]
Daniela Romo,17XJ1A0135,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_12', 'fest_1_event_10', 'fest_2_event_15', 'fest_2_event_12', 'fest_2_event_1', 'fest_1_event_13', 'fest_2_event_6', 'fest_2_event_8', 'fest_1_event_5', 'fest_2_event_9', 'fest_2_event_4', 'fest_1_event_2', 'fest_1_event_7', 'fest_1_event_9', 'fest_2_event_11', 'fest_1_event_1', 'fest_1_event_3', 'fest_2_event_2', 'fest_2_event_13', 'fest_1_event_8', 'fest_2_event_7']",[nan]
Danielle Waldrop,17XJ1A0248,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_7', 'fest_2_event_8', 'fest_2_event_12', 'fest_2_event_4', 'fest_2_event_13', 'fest_2_event_15', 'fest_2_event_14', 'fest_1_event_11', 'fest_1_event_6', 'fest_1_event_2', 'fest_2_event_1', 'fest_1_event_5', 'fest_2_event_11', 'fest_1_event_13', 'fest_1_event_1', 'fest_1_event_8', 'fest_2_event_5']",[nan]
Daquan Samuels,18XJ1A0239,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_8', 'fest_2_event_9', 'fest_2_event_2', 'fest_1_event_13', 'fest_1_event_10', 'fest_1_event_3', 'fest_2_event_10', 'fest_1_event_11', 'fest_2_event_14', 'fest_2_event_6', 'fest_1_event_6', 'fest_2_event_15', 'fest_2_event_12', 'fest_1_event_7', 'fest_1_event_9', 'fest_2_event_7', 'fest_1_event_8', 'fest_2_event_5']",[nan]
Daria Daily,18XJ1A0331,"['club_1', 'club_2']","['club_1_event_1', 'club_1_event_2', 'club_2_event_1']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_10', 'fest_2_event_2', 'fest_1_event_2', 'fest_1_event_1', 'fest_1_event_5', 'fest_2_event_1', 'fest_1_event_4', 'fest_1_event_3']",['organiser_3']
Darien Martens,17XJ1A0220,['club_3'],['club_3_event_2'],['Participant'],"['fest_2', 'fest_1']","['fest_2_event_5', 'fest_1_event_5', 'fest_1_event_1', 'fest_2_event_4']",[nan]
Dario White,17XJ1A0292,"['club_1', 'club_2']","['club_1_event_2', 'club_1_event_1', 'club_2_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_5', 'fest_2_event_1', 'fest_1_event_4', 'fest_2_event_3', 'fest_1_event_2']",[nan]
Darrion Barrios,18XJ1A0166,"['club_1', 'club_2']","['club_1_event_2', 'club_2_event_1']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_4', 'fest_1_event_1', 'fest_2_event_5', 'fest_1_event_3', 'fest_2_event_4', 'fest_2_event_3', 'fest_1_event_5', 'fest_2_event_2']",[nan]
Darrius Albers,17XJ1A0179,"['club_2', 'club_3']","['club_2_event_2', 'club_3_event_2', 'club_3_event_1']",['Participant'],['fest_1'],['fest_1_event_1'],[nan]
Darrius Machado,18XJ1A0261,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_1', 'club_2_event_3', 'club_2_event_1', 'club_3_event_3']",['Participant'],[nan],[nan],[nan]
Dashaun Sears,17XJ1A0119,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_13', 'fest_1_event_7', 'fest_2_event_12', 'fest_2_event_6', 'fest_1_event_6', 'fest_2_event_9', 'fest_1_event_10', 'fest_1_event_4', 'fest_2_event_14', 'fest_2_event_3', 'fest_2_event_4', 'fest_2_event_11', 'fest_2_event_1', 'fest_1_event_2', 'fest_2_event_10', 'fest_2_event_7', 'fest_1_event_11', 'fest_2_event_13', 'fest_1_event_8', 'fest_1_event_1']",[nan]
Dayna Steele,18XJ1A0233,"['club_1', 'club_2', 'club_3']","['club_1_event_3', 'club_1_event_2', 'club_1_event_1', 'club_2_event_3', 'club_2_event_1', 'club_3_event_2', 'club_3_event_3']","['Participant', 'organiser_3']",[nan],[nan],[nan]
Daysha Sapp,18XJ1A0113,[nan],[nan],[nan],[nan],[nan],[nan]
Deangelo Neuman,18XJ1A0284,"['club_1', 'club_2', 'club_3']","['club_1_event_3', 'club_1_event_1', 'club_1_event_2', 'club_2_event_1', 'club_2_event_2', 'club_2_event_3', 'club_3_event_2', 'club_3_event_1', 'club_3_event_3']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_10', 'fest_1_event_11', 'fest_1_event_2']",[nan]
Debra Clevenger,17XJ1A0203,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_7', 'fest_2_event_3', 'fest_2_event_15', 'fest_1_event_2', 'fest_1_event_4', 'fest_1_event_13', 'fest_2_event_11', 'fest_1_event_9', 'fest_1_event_5', 'fest_2_event_14', 'fest_2_event_2', 'fest_1_event_10', 'fest_1_event_12', 'fest_2_event_4', 'fest_2_event_5', 'fest_2_event_6', 'fest_2_event_1', 'fest_1_event_7', 'fest_2_event_8', 'fest_2_event_13', 'fest_2_event_12', 'fest_2_event_9']",[nan]
Delanie Gilbertson,17XJ1A0230,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_1_event_2', 'club_2_event_1', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_7', 'fest_1_event_4', 'fest_2_event_12', 'fest_2_event_11', 'fest_2_event_1', 'fest_2_event_15', 'fest_2_event_5', 'fest_2_event_2', 'fest_2_event_14', 'fest_1_event_2', 'fest_2_event_13']",['organiser_10']
Demetrius Hutchison,18XJ1A0165,"['club_2', 'club_3']","['club_2_event_2', 'club_3_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_9', 'fest_1_event_10', 'fest_2_event_8', 'fest_1_event_4', 'fest_1_event_9', 'fest_1_event_2', 'fest_2_event_3', 'fest_1_event_13', 'fest_1_event_8', 'fest_2_event_6', 'fest_1_event_7', 'fest_2_event_14', 'fest_2_event_1', 'fest_2_event_12', 'fest_2_event_7', 'fest_1_event_1', 'fest_1_event_5']",[nan]
Denise Minor,18XJ1A0340,"['club_2', 'club_3']","['club_2_event_2', 'club_3_event_2', 'club_3_event_1']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_2_event_2', 'fest_2_event_3', 'fest_1_event_4', 'fest_1_event_1', 'fest_2_event_10', 'fest_2_event_4', 'fest_2_event_11', 'fest_1_event_5']",[nan]
Denise Segura,18XJ1A0329,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_2', 'fest_2_event_3', 'fest_2_event_6', 'fest_1_event_8', 'fest_1_event_1', 'fest_1_event_13', 'fest_1_event_3', 'fest_2_event_14', 'fest_1_event_4', 'fest_1_event_11', 'fest_1_event_12', 'fest_2_event_7', 'fest_1_event_7', 'fest_2_event_9', 'fest_2_event_12', 'fest_2_event_13', 'fest_2_event_5', 'fest_2_event_4', 'fest_1_event_5']",[nan]
Denisse Pacheco,18XJ1A0295,[nan],[nan],[nan],[nan],[nan],[nan]
Denisse Warden,18XJ1A0214,['club_2'],['club_2_event_3'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_1_event_9', 'fest_1_event_6', 'fest_2_event_6', 'fest_2_event_4', 'fest_2_event_10', 'fest_1_event_10', 'fest_2_event_15', 'fest_2_event_11', 'fest_2_event_3', 'fest_2_event_2', 'fest_1_event_8', 'fest_2_event_13', 'fest_1_event_12', 'fest_1_event_13', 'fest_1_event_11', 'fest_2_event_14', 'fest_1_event_4', 'fest_2_event_9', 'fest_2_event_7', 'fest_1_event_5', 'fest_2_event_12', 'fest_2_event_8']",[nan]
Devon Kaiser,18XJ1A0321,['club_1'],['club_1_event_1'],['Participant'],['fest_1'],['fest_1_event_9'],[nan]
Devyn Ewing,17XJ1A0120,"['club_1', 'club_2']","['club_1_event_3', 'club_1_event_1', 'club_2_event_3']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_1_event_5', 'fest_2_event_2', 'fest_2_event_4']",[nan]
Dexter Dunne,18XJ1A0213,"['club_1', 'club_2']","['club_1_event_1', 'club_2_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_1', 'fest_1_event_2', 'fest_1_event_4', 'fest_2_event_3', 'fest_1_event_3', 'fest_2_event_5', 'fest_2_event_2']",[nan]
Diego Shanks,18XJ1A0247,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_2_event_1', 'fest_2_event_13', 'fest_1_event_6', 'fest_2_event_15', 'fest_2_event_2', 'fest_2_event_14', 'fest_2_event_11', 'fest_1_event_2', 'fest_1_event_3', 'fest_1_event_13', 'fest_1_event_4', 'fest_1_event_9', 'fest_1_event_12', 'fest_2_event_4', 'fest_2_event_12', 'fest_2_event_9', 'fest_1_event_10', 'fest_2_event_7', 'fest_2_event_8', 'fest_2_event_3', 'fest_2_event_5', 'fest_1_event_8']",[nan]
Dina Duckworth,18XJ1A0109,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_3', 'fest_2_event_1', 'fest_1_event_6', 'fest_1_event_10', 'fest_2_event_12', 'fest_2_event_9', 'fest_1_event_4', 'fest_1_event_11', 'fest_2_event_11', 'fest_2_event_8', 'fest_1_event_12', 'fest_1_event_1', 'fest_2_event_10', 'fest_1_event_8', 'fest_1_event_2', 'fest_1_event_3', 'fest_2_event_5', 'fest_2_event_2', 'fest_1_event_7', 'fest_2_event_7', 'fest_1_event_13', 'fest_2_event_6']",[nan]
Dorian Medina,17XJ1A0333,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_7', 'fest_2_event_9', 'fest_1_event_10', 'fest_2_event_4', 'fest_2_event_14', 'fest_1_event_3', 'fest_1_event_5', 'fest_2_event_2', 'fest_2_event_15', 'fest_1_event_9', 'fest_2_event_12', 'fest_2_event_10', 'fest_2_event_11', 'fest_1_event_13', 'fest_1_event_11', 'fest_2_event_13', 'fest_2_event_3', 'fest_1_event_8', 'fest_1_event_12', 'fest_2_event_5', 'fest_1_event_6']",[nan]
Doris Prado,17XJ1A0249,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_2_event_1', 'club_2_event_2', 'club_3_event_1', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_4', 'fest_2_event_2', 'fest_1_event_5', 'fest_1_event_1', 'fest_1_event_3']",[nan]
Dorothy Mayhew,18XJ1A0104,[nan],[nan],[nan],[nan],[nan],[nan]
Eden Ring,17XJ1A0228,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_1', 'club_2_event_1', 'club_2_event_3', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_8', 'fest_1_event_7', 'fest_2_event_2', 'fest_1_event_5', 'fest_2_event_13', 'fest_2_event_5']",[nan]
Efrain Trujillo,17XJ1A0129,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_10', 'fest_2_event_13', 'fest_1_event_4', 'fest_1_event_8', 'fest_1_event_12', 'fest_2_event_9', 'fest_2_event_15', 'fest_2_event_11', 'fest_2_event_6', 'fest_1_event_7', 'fest_2_event_2', 'fest_1_event_9', 'fest_2_event_10', 'fest_2_event_8', 'fest_2_event_14', 'fest_2_event_3', 'fest_1_event_3']",[nan]
Elaine Sell,18XJ1A0157,['club_1'],['club_1_event_1'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_13', 'fest_2_event_15', 'fest_1_event_10', 'fest_1_event_9', 'fest_2_event_14', 'fest_2_event_12', 'fest_2_event_1', 'fest_1_event_5', 'fest_1_event_8', 'fest_2_event_2', 'fest_1_event_1', 'fest_1_event_6', 'fest_2_event_9', 'fest_1_event_3', 'fest_1_event_2', 'fest_2_event_5', 'fest_2_event_7']",[nan]
Elena Altamirano,18XJ1A0227,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_2_event_3', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_1', 'fest_1_event_3', 'fest_2_event_2', 'fest_2_event_3']",[nan]
Eleni Aranda,17XJ1A0254,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_9', 'fest_2_event_15', 'fest_2_event_6', 'fest_1_event_12', 'fest_1_event_7', 'fest_2_event_5', 'fest_1_event_3', 'fest_2_event_3', 'fest_1_event_6', 'fest_2_event_14', 'fest_1_event_13', 'fest_2_event_11', 'fest_1_event_8', 'fest_2_event_8']",[nan]
Elisa Negrete,18XJ1A0151,['club_1'],['club_1_event_1'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_4', 'fest_1_event_2', 'fest_1_event_6', 'fest_2_event_7', 'fest_1_event_1', 'fest_2_event_3', 'fest_2_event_1', 'fest_2_event_6', 'fest_1_event_3']",[nan]
Elliot Held,17XJ1A0326,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_2_event_1', 'club_3_event_2']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_1_event_1', 'fest_2_event_2']",[nan]
Emerson Samuel,17XJ1A0151,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_2', 'fest_2_event_12', 'fest_1_event_4', 'fest_1_event_2', 'fest_2_event_4', 'fest_1_event_3', 'fest_2_event_1', 'fest_1_event_1', 'fest_1_event_5', 'fest_2_event_3']",[nan]
Estefany Harmon,17XJ1A0253,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_1_event_11', 'fest_2_event_11', 'fest_1_event_12']",[nan]
Evelin Bradley,18XJ1A0188,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_2_event_3', 'club_2_event_1', 'club_2_event_2', 'club_3_event_1']","['Participant', 'organiser_1']","['fest_2', 'fest_1']","['fest_2_event_2', 'fest_1_event_8', 'fest_2_event_13', 'fest_2_event_4', 'fest_1_event_9', 'fest_1_event_2', 'fest_1_event_10', 'fest_1_event_4', 'fest_1_event_1', 'fest_1_event_3', 'fest_2_event_5', 'fest_1_event_13']",['organiser_1']
Everardo Cronin,17XJ1A0217,"['club_2', 'club_3']","['club_2_event_2', 'club_3_event_2', 'club_3_event_1']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_2_event_1', 'fest_1_event_1', 'fest_1_event_2']",[nan]
Everett Flood,18XJ1A0150,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_1_event_3', 'club_2_event_2', 'club_3_event_3', 'club_3_event_2', 'club_3_event_1']",['Participant'],['fest_2'],['fest_2_event_3'],[nan]
Ezra Lord,18XJ1A0268,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_2_event_1', 'club_2_event_3', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_11', 'fest_1_event_11', 'fest_1_event_12', 'fest_1_event_10', 'fest_1_event_6', 'fest_1_event_4']",[nan]
